,COUNTY,NAME,ST,Num_household,Household_size,Age25_over,Num_pov_det,Num_in_pov,Median_hhinc,Incpc,median_rent_value,median_home_value,state,county,Pop_under18,Pop_over25,Pop_over65,High_school_orless,College_ormore,unemp_rate,Pov_rate,Share_highschool_orless,Share_college_ormore,aqi_good_2013,aqi_bad_2013,aqi_good_2014,aqi_bad_2014,aqi_good_2015,aqi_bad_2015,aqi_good_2016,aqi_bad_2016,aqi_good_2017,aqi_bad_2017,Unnamed: 0,crime_rate_2010,crime_rate_2011,crime_rate_2012,crime_rate_2013,crime_rate_2014,Latitude,Longitude,aqi_good,aqi_bad,crime_rate,Apr_avg_temp,Apr_max_temp,Apr_min_temp,Apr_prcp,Apr_snow,Aug_avg_temp,Aug_max_temp,Aug_min_temp,Aug_prcp,Aug_snow,Dec_avg_temp,Dec_max_temp,Dec_min_temp,Dec_prcp,Dec_snow,Feb_avg_temp,Feb_max_temp,Feb_min_temp,Feb_prcp,Feb_snow,Jan_avg_temp,Jan_max_temp,Jan_min_temp,Jan_prcp,Jan_snow,Jul_avg_temp,Jul_max_temp,Jul_min_temp,Jul_prcp,Jul_snow,Jun_avg_temp,Jun_max_temp,Jun_min_temp,Jun_prcp,Jun_snow,Mar_avg_temp,Mar_max_temp,Mar_min_temp,Mar_prcp,Mar_snow,May_avg_temp,May_max_temp,May_min_temp,May_prcp,May_snow,Nov_avg_temp,Nov_max_temp,Nov_min_temp,Nov_prcp,Nov_snow,Oct_avg_temp,Oct_max_temp,Oct_min_temp,Oct_prcp,Oct_snow,Sep_avg_temp,Sep_max_temp,Sep_min_temp,Sep_prcp,Sep_snow,winter_avg_temp,summer_avg_temp,annual_avg_temp,Region,State_name,Population,Hispanic_Latino,White,Black,Asian,Hispanic_Latino_share,White_share,Black_share,Asian_share,Share_over65,Share_under18,airport,dist_airport
190,37,"Los Angeles County, California",6,278300,3263069,6653174,9886133,1800265,56196,28337,1139,441900,6,37,2322174,6653174,1189759,2887157,2013934,0.095913403,0.182100018,0.433951825,0.30270274,0.060273973,0,0.063013699,0.005479452,0.071232877,0.002739726,0.098360656,0.010928962,0.171270718,0,205,0.028864793,0.027607317,0.027735572,0.026820225,0.025709425,34.196398,118.261862,0.092830384,0.003829628,0.027347466,61.5,73.2,49.9,1.11,0,75.3,88.1,62.4,0.07,0,54.1,67,41.2,2.4,0,55.9,68,43.9,4.48,0,54.8,67.8,41.9,3.53,0,74.4,86.5,62.3,0.02,0,69.5,80.5,58.5,0.11,0,58.3,70.2,46.4,2.97,0,65.4,76.2,54.7,0.35,0,59.5,73,46,1.07,0,66.9,79.7,54,0.97,0,73.1,86.1,60.1,0.23,0,54.93333333,73.06666667,64.05833333,WEST,California,9818605,4687889,2728321,815086,1325671,0.477449597,0.277872569,0.08301444,0.135016227,0.121173935,0.236507528,Bob Hope Airport,8.965848305
191,39,"Madera County, California",6,3218,43159,94739,144277,33968,45073,17970,784,189700,6,39,42771,94739,19105,51437,12642,0.071805964,0.235436002,0.542933744,0.133440294,0.180821918,0,0.260273973,0,0.298630137,0,0.336065574,0,0.495283019,0,206,0.026321546,0.030162671,0.032077904,0.032407771,0.027796593,37.210039,119.749852,0.314214924,0,0.029753297,59.2,75,43.4,1.19,0,79.6,99.2,60,0.01,0,46.9,56.9,36.8,2.33,0,51.5,62.6,40.4,2.6,0,47.2,56.7,37.7,2.96,0,80.7,100.4,61.1,0.01,0,74.7,93.8,55.6,0.21,0,55,67.7,42.4,2.63,0,67.4,85.4,49.5,0.49,0,54.5,67.2,41.8,1.48,0,65.8,81.8,49.8,0.84,0,74.8,93.1,56.6,0.18,0,48.53333333,78.33333333,63.10833333,WEST,California,150865,80992,57380,5009,2533,0.536850827,0.380340039,0.033201869,0.016789845,0.126636397,0.28350512,Fresno Yosemite International Airport,48.22979406
192,41,"Marin County, California",6,7812,103670,189160,251548,20964,93257,60236,1587,815100,6,41,53142,189160,48555,35864,105503,0.055732931,0.083339959,0.189596109,0.557744766,0.695054945,0,0.715068493,0,0.78021978,0,0.926229508,0,0.893004115,0,207,0.022625976,0.020432617,0.021682544,0.02137436,0.019215161,38.051817,122.745974,0.801915368,0,0.021066132,56.9,66.5,47.3,1.91,0,67.4,79.7,55.2,0.05,0,48.1,54.3,41.8,7.59,0,51.3,58.8,43.8,7.1,0,47.9,54,41.8,6.95,0,67.2,79.6,54.9,0,0,64.6,75.8,53.4,0.14,0,54.1,62.9,45.3,4.59,0,60.4,70.7,50.1,0.89,0,54.2,62.4,45.9,4.31,0,61.9,72.7,51,1.49,0,66.5,78.7,54.2,0.21,0,49.1,66.4,58.375,WEST,California,252409,39069,183830,6621,13577,0.154784497,0.728302081,0.026231236,0.053789683,0.192366358,0.210539244,Charles M. Schulz Sonoma County Airport,51.08586451
193,43,"Mariposa County, California",6,734,7345,13687,17609,2651,47681,28316,631,235900,6,43,2983,13687,4303,5340,3024,0.114057704,0.150548015,0.390151238,0.220939578,0.484931507,0.002739726,0.534246575,0,0.654794521,0.002739726,0.598360656,0,0.661157025,0,208,0.019177031,0.022744503,0.022222222,0.021891664,0.019572452,37.570034,119.91286,0.586698057,0.00109589,0.021121575,42.8,49.4,36.2,3.42,,66.9,75.1,58.7,0.13,,36.2,42.5,29.9,6.7,,36.5,42.6,30.4,7.8,,37.4,42.5,32.3,6.95,,67.8,74.2,61.3,0.18,,59.9,67.4,52.3,0.61,,38.9,44.9,32.8,5.81,,51.6,59.4,43.8,2.28,,44.1,49.2,38.9,4.52,,51.5,59.4,43.5,2.76,,62.5,69.5,55.4,0.58,,36.7,64.86666667,49.675,WEST,California,18251,1676,15192,129,201,0.091830585,0.832392746,0.007068106,0.011013095,0.235767903,0.163443099,Merced Regional Macready Field,61.91829591
194,45,"Mendocino County, California",6,3189,34017,61297,85992,17527,42980,24059,837,308400,6,45,19093,61297,15876,24335,14499,0.113311894,0.203821286,0.397001485,0.236536862,0.83081571,0,0.8,0,0.82739726,0,0.917582418,0,0.933701657,0,209,0.022836716,0.022481266,0.023674532,0.026570131,0.023510864,39.432388,123.442881,0.861899409,0,0.023814702,48.9,61.9,36,3.24,0,63.6,82.3,44.9,0.08,0,41.6,52,31.3,10.25,0,44.7,55.8,33.7,8.23,0.4,42.4,52.9,32,9.26,0.1,64.9,82.8,47,0.06,0,59.4,75.1,43.8,0.53,0,46.9,58.7,35,6.66,0.3,54.1,68.6,39.6,1.9,0,46.4,58.8,34.1,7.18,0,54.2,71.6,36.9,2.75,0,60.5,79.7,41.4,0.54,0,42.9,62.63333333,52.3,WEST,California,87841,19505,60249,544,1402,0.222048929,0.685887,0.006193008,0.015960656,0.180735647,0.217358637,Ukiah Municipal Airport,39.90780228
195,47,"Merced County, California",6,6319,77692,152405,257980,67417,42462,18204,732,161200,6,47,79992,152405,26949,86829,19934,0.152861971,0.261326459,0.569725403,0.130796234,0.381868132,0,0.406593407,0,0.389041096,0,0.431693989,0,0.576576577,0,210,0.037890013,0.040730294,0.045458011,0.036487989,0.032329641,37.194806,120.722802,0.43715464,0,0.038579189,57.1,72.8,41.3,0.73,,72.7,93,52.4,0.04,,44.5,54.4,34.5,1.67,,49.7,61.2,38.1,2.07,,46,55.3,36.7,2.29,,74,94.4,53.6,0.01,,69.8,89.8,49.8,0.12,,53.5,66.5,40.4,1.72,,63.9,82.2,45.5,0.44,,51.4,64.9,37.8,1.12,,62,78.2,45.8,0.61,,69.4,88.5,50.2,0.27,,46.73333333,72.16666667,59.5,WEST,California,255793,140485,81599,8785,18183,0.549213622,0.319004038,0.034344177,0.071084822,0.10535472,0.312721615,Merced Regional Macready Field,21.04265999
196,49,"Modoc County, California",6,510,3745,6734,8916,1673,37860,21001,458,153100,6,49,1884,6734,2068,2648,1211,0.080067189,0.187640197,0.393228393,0.17983368,0.707988981,0,0.831955923,0,0.805479452,0,0.883333333,0,0.87037037,0,211,0.014866818,0.019489796,0.02300885,0.025716146,0.023722829,41.592919,120.71837,0.819825612,0,0.021360888,43.2,57.8,28.7,1.56,,64.6,86.4,42.7,0.36,,29.5,40.2,18.8,1.71,,33.9,46.1,21.8,1.45,,29.9,41.6,18.2,1.65,,66.4,88,44.8,0.34,,59.4,77.7,41,0.9,,38.4,52,24.8,1.52,,51.7,67.8,35.6,1.36,,36.1,49.3,22.9,1.79,,46.7,65.2,28.3,1.01,,56.3,77.6,35,0.52,,31.1,63.46666667,46.34166667,WEST,California,9686,1342,7649,77,70,0.138550485,0.789696469,0.007949618,0.007226925,0.213504026,0.194507537,Crater Lake-Klamath Regional Airport,104.9138996
197,51,"Mono County, California",6,674,4906,9690,14036,684,56944,29437,930,313000,6,51,2822,9690,1881,3091,3132,0.121304018,0.048731832,0.318988648,0.323219814,0.852054795,0,0.912328767,0.005479452,0.879452055,0.002739726,0.857923497,0,0.767955801,0.016574586,212,0.025489368,0.025053936,0.020911231,0.017368348,0.015595095,37.915836,118.875167,0.853942983,0.004958753,0.020883595,45.1,58,32.3,0.64,,67.2,82.6,51.7,0.5,,31.3,41.8,20.8,2.67,,32.8,43.3,22.2,2.83,,29.8,40.1,19.6,2.3,,68.6,83.9,53.2,0.44,,61.6,76.2,47,0.33,,38.9,50.7,27.1,1.88,,53.1,66.5,39.6,0.62,,40.1,52.6,27.6,2.09,,50.3,64.8,35.8,1.04,,60,75.2,44.8,0.33,,31.3,65.8,48.23333333,WEST,California,14202,3762,9687,42,191,0.264892269,0.68208703,0.00295733,0.01344881,0.132446134,0.198704408,Eastern Sierra Regional Airport,75.25797996
198,53,"Monterey County, California",6,11202,125402,268809,408804,69475,58783,24994,1147,369100,6,53,113389,268809,49679,134569,62165,0.080296502,0.169946967,0.500611959,0.231260858,0.873972603,0,0.923287671,0,0.906849315,0,0.887978142,0,0.857142857,0,213,0.029976606,0.028204298,0.028566732,0.029553335,0.028567088,36.240107,121.315573,0.889846118,0,0.028973612,59,74.5,43.5,0.78,0,69.3,85.7,53,0.01,0,49.8,62.6,36.9,1.98,0,53.1,66,40.2,2.51,0,50.6,63.6,37.7,2.32,0,69.2,85.4,53.1,0.01,0,66.9,83.3,50.4,0.05,0,56.1,70.2,42.1,2.2,0,63.2,79.2,47.1,0.31,0,55.1,69.7,40.5,1.11,0,62.9,79.8,46,0.63,0,68.3,85.5,51.1,0.15,0,51.16666667,68.46666667,60.29166667,WEST,California,415057,230003,136435,11300,23777,0.554147984,0.328713887,0.027225176,0.057286108,0.119691994,0.273188984,Salinas Municipal Airport,53.64654734
199,55,"Napa County, California",6,5165,49494,96568,136712,14020,71379,36475,1297,466800,6,55,31100,96568,23083,34844,31320,0.072449638,0.102551349,0.360823461,0.324331041,0.597260274,0,0.58630137,0,0.649315068,0,0.808743169,0,0.740740741,0,214,0.02546086,0.023542788,0.024022731,0.021367033,0.020554167,38.507351,122.325995,0.676472124,0,0.022989516,57.1,71.5,42.6,1.86,,69.5,86.5,52.4,0.06,,47.5,58.6,36.4,6.78,,50.8,62.8,38.8,6.84,,47.4,58.1,36.6,6.26,,69.3,85.9,52.7,0,,67.6,84.4,50.8,0.16,,54.2,66.7,41.6,4.76,,63.2,78.9,47.4,1.23,,53.6,66.5,40.7,4.03,,62.2,78.5,45.8,1.48,,67.7,84.8,50.5,0.33,,48.56666667,68.8,59.175,WEST,California,136484,44010,76967,2440,8986,0.322455379,0.563926907,0.017877553,0.065839219,0.169126051,0.227865537,Travis Air Force Base,44.19019686
200,57,"Nevada County, California",6,3414,40993,73917,97742,12367,56521,32442,1022,347000,6,57,17810,73917,22010,19448,24892,0.091127205,0.126526979,0.263105916,0.336756091,0.571823204,0,0.58630137,0,0.596153846,0,0.642076503,0,0.476190476,0,215,0.017860759,0.017072805,0.020959347,0.022603297,0.019259049,39.295191,120.773446,0.57450908,0,0.019551051,47.8,59.3,36.2,,,72.1,85.6,58.6,,,41.2,49.7,32.7,,,41.9,50.8,33,,,41.5,50,33,,,72.5,85.4,59.6,,,64.6,77.5,51.6,,,44.8,54.5,35.2,,,57,69.3,44.7,,,47.1,55.6,38.6,,,56.9,67.8,46,,,67.3,80.3,54.2,,,41.53333333,69.73333333,54.55833333,WEST,California,98764,8439,85477,341,1124,0.085446114,0.865467174,0.003452675,0.011380665,0.222854481,0.180328865,Truckee Tahoe Airport,54.70404033
201,59,"Orange County, California",6,78794,1009353,2077783,3078518,395483,76509,34817,1455,553600,6,59,725250,2077783,397657,694417,784133,0.073178341,0.128465385,0.33421055,0.377389265,0.389041096,0,0.22739726,0,0.345205479,0,0.409836066,0,0.497237569,0,216,0.0225079,0.022381978,0.024191972,0.021704982,0.019329054,33.675687,117.777207,0.373743494,0,0.022023177,60.7,71.7,49.8,0.92,0,73,83.9,62.2,0.07,0,53.8,65.4,42.2,2.16,0,55.7,66.9,44.5,3.52,0,54.5,66.2,42.8,2.88,0,72,82,62,0.01,0,67.5,77,58.1,0.09,0,57.1,67.6,46.6,2.22,0,64.1,74,54.2,0.26,0,58.8,71,46.7,1.29,0,66,77,54.9,0.66,0,71.1,82.3,59.8,0.23,0,54.66666667,70.83333333,62.85833333,WEST,California,3010232,1012973,1328499,44000,532477,0.336509943,0.441327778,0.014616814,0.176889024,0.132101778,0.240928274,John Wayne Airport-Orange County Airport,8.419633163
202,61,"Placer County, California",6,12076,135456,252156,362987,32427,73948,36022,1149,358500,6,61,85308,252156,63004,63829,91881,0.079922374,0.089333778,0.253132981,0.364381573,0.498630137,0,0.460273973,0.002739726,0.460273973,0,0.56010929,0,0.580246914,0,217,0.024529894,0.023592452,0.020959911,0.02149448,0.019365349,39.062032,120.722718,0.511906857,0.000547945,0.021988417,53.3,65.2,41.4,4.45,,75.9,90.6,61.1,0.12,,43,51.2,34.7,8.08,,44.9,54.9,34.8,8.94,,44.4,53.1,35.8,8.53,,75.9,90.4,61.4,0.02,,68.7,82.1,55.3,0.68,,48,58.8,37.2,8.37,,60.4,73,47.7,2.29,,49.7,58.9,40.4,6.39,,61,73.6,48.4,2.85,,70.7,85.3,56,0.81,,44.1,73.5,57.99166667,WEST,California,348432,44710,265294,4427,19963,0.128317721,0.761393902,0.012705492,0.057293819,0.180821509,0.244833999,Truckee Tahoe Airport,57.91878778
203,63,"Plumas County, California",6,1267,8217,14470,18571,2687,47333,30842,652,217200,6,63,3227,14470,4614,4827,3177,0.146311971,0.144687954,0.333586731,0.219557706,0.546218487,0,0.566929134,0,0.515151515,0,0.704225352,0,0.75,0,218,0.023641725,0.024207094,0.027321035,0.025041563,0.021541586,39.99517,120.829516,0.616504898,0,0.024350601,48.2,62.9,33.5,2.77,,67.1,88.4,45.8,0.23,,35,43.5,26.5,7.11,,39.2,50.3,28,7.16,,35.6,44.9,26.2,6.63,,68.5,89,47.9,0.21,,62.8,80.9,44.8,0.81,,44,57.5,30.5,6.73,,56.1,72.4,39.8,1.98,,42,53.9,30,5.55,,52.1,69.8,34.3,2.52,,61.5,82.4,40.6,0.81,,36.6,66.13333333,51.00833333,WEST,California,20007,1605,17015,181,127,0.080221922,0.850452342,0.009046834,0.006347778,0.230619283,0.161293547,Truckee Tahoe Airport,95.50278948
204,65,"Riverside County, California",6,64176,699232,1441999,2262800,379985,56603,23783,1027,253200,6,65,614733,1441999,294213,659460,301773,0.122559499,0.167926905,0.457323479,0.20927407,0.093150685,0,0.052054795,0.002739726,0.115068493,0.005479452,0.120218579,0.010928962,0.180921053,0.013157895,219,0.029980714,0.032241392,0.033253141,0.031090379,0.02907156,33.729828,116.002239,0.112282721,0.006461207,0.031127437,72.1,89.5,54.8,0.09,0,91.6,107.9,75.4,0.2,0,54.6,70.7,38.5,0.42,0,59.7,76,43.4,0.6,0,56.1,72.1,40.1,0.55,0,91.9,108.7,75.2,0.14,0,86.5,104.5,68.5,0,0,66,82.7,49.3,0.34,0,80,97.4,62.6,0.02,0,62.6,79.5,45.7,0.3,0,75.4,92.9,57.9,0.28,0,86.2,103.4,68.9,0.21,0,56.8,90,73.55833333,WEST,California,2189641,995257,869068,130823,125921,0.454529761,0.396899766,0.059746324,0.057507601,0.134365862,0.280746022,Jacqueline Cochran Regional Airport,18.57045727
205,67,"Sacramento County, California",6,41943,522596,962874,1444720,262251,55987,27315,911,248400,6,67,360744,962874,181287,343083,277355,0.112640308,0.181523755,0.356311418,0.288049111,0.443835616,0,0.487671233,0,0.419178082,0,0.510928962,0,0.668246445,0,220,0.041736327,0.036863265,0.038971397,0.035471383,0.03221621,38.450011,121.340441,0.505972068,0,0.037051716,60.9,72.7,49,1.3,0,76.3,92.2,60.5,0.03,0,47.3,54.3,40.4,3.48,0,52.4,61.2,43.7,3.69,0,47.5,54.4,40.7,3.97,0,77.1,93.3,60.9,0,0,73.2,87.9,58.4,0.19,0,56.6,66.8,46.5,3.02,0,67.4,80.9,53.9,0.76,0,54.6,63.7,45.5,2.43,0,65.4,77.9,52.8,1.05,0,73.1,87.9,58.4,0.35,0,49.06666667,75.53333333,62.65,WEST,California,1418788,306196,687166,139949,198944,0.215815189,0.484333107,0.098639825,0.14022109,0.127775961,0.254262088,Sacramento Mather Airport,12.11197176
206,69,"San Benito County, California",6,1852,17198,36178,57210,6202,71077,27239,1202,380200,6,69,15773,36178,6263,16787,6873,0.116501854,0.108407621,0.464011278,0.189977334,0.805479452,0,0.819178082,0,0.857534247,0,0.833333333,0,0.842490842,0,221,0.026687655,0.019868023,0.021911224,0.018065573,0.015944707,36.610702,121.085296,0.831603191,0,0.020495436,52.4,71.8,32.9,1.19,0,69.8,94.9,44.6,0.04,0,44,61.4,26.7,2.78,0,46.2,63,29.4,3.38,0,44.4,61.7,27,3.48,0.1,69.8,95.1,44.6,0.04,0,64.4,87.9,40.8,0.07,0,49.1,66.6,31.5,3.11,0,58.5,79.8,37.2,0.52,0,50,69,30.9,1.54,0,58.8,81.3,36.3,0.86,0,66,90.2,41.8,0.23,0,44.86666667,68,56.11666667,WEST,California,55269,31186,21154,355,1298,0.564258445,0.382746205,0.006423131,0.023485136,0.113318497,0.285386021,Salinas Municipal Airport,46.92571787
207,71,"San Bernardino County, California",6,46563,614325,1277155,2041779,397766,53433,21352,975,236700,6,71,579758,1277155,208928,608772,242217,0.120040891,0.194813445,0.476662582,0.189653566,0.180821918,0.008219178,0.104109589,0.002739726,0.131506849,0.01369863,0.092896175,0.032786885,0.131687243,0.032921811,222,0.031550061,0.031947866,0.034603021,0.031480492,0.029858457,34.85722,116.181197,0.128204355,0.018073246,0.031887979,68.6,84.7,52.6,0.18,0,92.1,107.6,76.7,0.48,0,47.6,60.9,34.2,0.53,0,54.1,67.6,40.6,0.83,0,49,62.7,35.2,0.59,0,93.7,109.2,78.2,0.31,0,87.9,104,71.7,0.06,0,61.4,76.1,46.7,0.56,0,78.7,94.5,62.9,0.09,0,57.2,71.7,42.7,0.33,0,70.4,86.6,54.1,0.21,0,84,99.9,68.1,0.31,0,50.23333333,91.23333333,70.39166667,WEST,California,2035210,1001145,677598,170700,123978,0.491912383,0.332937633,0.083873409,0.060916564,0.102656728,0.28486397,Twentynine Palms (Self) Airport,62.26046787
208,73,"San Diego County, California",6,84459,1094157,2128434,3143203,454876,64309,31266,1255,429600,6,73,727474,2128434,397674,701263,760306,0.083013162,0.144717347,0.329473688,0.357213801,0.153424658,0,0.243835616,0,0.249315068,0,0.18852459,0,0.30044843,0,223,0.02568044,0.024303406,0.0257047,0.025403791,0.021382277,33.023604,116.776117,0.227109673,0,0.024494923,57.6,72.1,43,1.12,0,74.2,91.1,57.4,0.1,0,50.9,66.2,35.6,2.07,0,52.3,66.5,38.2,3.33,0,51.8,66.5,37.1,2.91,0,72.8,89.5,56,0.07,0,67.2,83.2,51.3,0.08,0,54.3,68.2,40.4,2.96,0,62.4,76.7,48.1,0.31,0,56.8,72.5,41.1,1.53,0,64.2,80.5,47.9,0.69,0,71.3,88.3,54.3,0.22,0,51.66666667,71.4,61.31666667,WEST,California,3095313,991348,1500047,146600,328058,0.320273911,0.484618841,0.047361931,0.105985404,0.128476183,0.235024374,Miramar Marine Corps Air Station - Mitscher Field,38.38308943
209,75,"San Francisco County, California",6,25790,353287,659772,826944,109524,81294,52220,1498,799600,6,75,112704,659772,119177,169509,355161,0.066207291,0.132444277,0.256920573,0.538308688,0.695890411,0,0.846575342,0,0.821917808,0,0.849315068,0,0.880658436,0,224,0.048443001,0.048169819,0.055965469,0.067879256,0.062046774,37.727239,123.032229,0.818871413,0,0.056500864,54,59.1,48.8,1.18,0,59.1,62.8,55.3,0.05,0,51.1,56.8,45.3,3.97,0,52.6,58.6,46.5,4.1,0,50.8,56.6,45,4.18,0,57.7,61.5,54,0.01,0,56.6,60.8,52.5,0.21,0,53.3,59,47.5,2.63,0,55.1,59.5,50.6,0.64,0,55.2,61.6,48.8,2.55,0,58.7,64.5,52.9,1.06,0,59.3,63.8,54.8,0.1,0,51.5,57.8,55.29166667,WEST,California,805235,121774,337451,46781,265700,0.151227902,0.419071451,0.058096084,0.329965786,0.148002757,0.13996411,San Francisco International Airport,59.2126814
210,77,"San Joaquin County, California",6,17845,219073,435702,694606,129390,53274,22645,864,223000,6,77,199312,435702,80712,211062,80021,0.131359221,0.186278264,0.484418249,0.183659933,0.334246575,0,0.435616438,0,0.378082192,0,0.37704918,0,0.833333333,0,225,0.049350217,0.050242153,0.050540083,0.047388169,0.042712866,37.935034,121.272237,0.471665544,0,0.048046698,59.3,72.6,45.9,0.98,0,75.7,92.2,59.2,0.01,0,45.6,53.9,37.2,2.22,0,50.4,60.7,40.2,2.54,0,45.8,53.9,37.7,2.74,0,76.7,93.4,60,0,0,72.4,88.1,56.8,0.08,0,54.6,66.3,42.8,2.16,0,66.3,81.1,51.6,0.53,0,53,64.1,41.9,1.69,0,63.8,77.9,49.7,0.82,0,72.2,87.9,56.5,0.29,0,47.26666667,74.93333333,61.31666667,WEST,California,685306,266341,245919,48540,94547,0.388645364,0.358845538,0.070829673,0.137963187,0.117775125,0.290836502,Stockton Metropolitan Airport,5.441144649
211,79,"San Luis Obispo County, California",6,7883,103576,182629,261011,38630,60691,31060,1137,445700,6,79,50846,182629,46624,54740,60247,0.062920306,0.148001425,0.299733339,0.329887367,0.282191781,0,0.378082192,0,0.446575342,0,0.483606557,0,0.528301887,0,226,0.025578834,0.025204632,0.026077358,0.02628822,0.024532593,35.385227,120.44754,0.423751552,0,0.025536327,56.7,66.4,47,1.39,0,65.9,76.9,54.8,0.04,0,52.1,61.1,43.1,3.71,0,53.4,62,44.8,5.12,0,52.3,61.1,43.6,4.95,0,65.2,76,54.5,0.02,0,62.6,73,52.1,0.1,0,54.7,63.6,45.8,3.97,0,59.3,69.3,49.2,0.47,0,57.2,67.3,47.1,2.16,0,62.6,73.7,51.5,0.93,0,65.5,76.8,54.3,0.26,0,52.6,64.56666667,58.95833333,WEST,California,269637,55973,191696,5128,8106,0.207586496,0.710941006,0.019018161,0.03006264,0.172913955,0.188572043,San Luis County Regional Airport,24.16435117
212,81,"San Mateo County, California",6,21489,259711,530221,742937,59232,93623,48278,1647,776300,6,81,162030,530221,107364,149561,241901,0.064082868,0.079726814,0.282072947,0.456226743,0.709589041,0,0.873626374,0,0.895604396,0,0.82739726,0,0.888888889,0,227,0.023763625,0.021335898,0.021968739,0.022129119,0.02075647,37.414664,122.371542,0.839021192,0,0.02199077,51.9,60.5,43.3,1.9,0,59.2,66.1,52.3,0.22,0,50.5,59,41.9,5.28,0,51.1,60,42.2,5.19,0,50.2,59,41.5,5.53,0,58.3,65,51.6,0.14,0,56.4,63.5,49.2,0.29,0,51.3,59.9,42.7,4.22,0,53.9,61.1,46.8,0.98,0,53.1,62.4,43.7,3.32,0,56.2,65.6,46.9,1.56,0,58.1,66.4,49.8,0.37,0,50.6,57.96666667,54.18333333,WEST,California,718451,182502,303609,18763,175934,0.254021499,0.422588318,0.026115908,0.244879609,0.149438166,0.225526863,San Francisco International Airport,22.68077234
213,83,"Santa Barbara County, California",6,11943,142713,268017,417866,68017,63985,30589,1278,465300,6,83,98487,268017,59556,102134,86224,0.075290871,0.162772276,0.381072842,0.321710936,0.649315068,0,0.610958904,0,0.682191781,0,0.713114754,0,0.850828729,0.005524862,228,0.024874084,0.025042087,0.027404859,0.025890027,0.023538854,34.537378,120.038485,0.701281847,0.001104972,0.025349982,58.9,74.6,43.3,1.43,0,72.2,92.1,52.2,0.03,0,52.1,66.4,37.9,3.36,0,53.7,67.3,40,5.18,0,52.3,66.3,38.3,4.94,0,71.8,91.5,52.2,0.01,0,67.4,85.3,49.4,0.05,0,55.9,70.1,41.8,3.93,0,63.1,79.6,46.7,0.46,0,57.9,73.6,42.2,1.58,0,65,82.6,47.4,0.99,0,70.2,89.1,51.2,0.13,0,52.7,70.46666667,61.70833333,WEST,California,423895,181687,203122,7242,19591,0.428613218,0.479179986,0.017084419,0.046216634,0.140497057,0.232338197,Santa Barbara Municipal Airport,22.01228701
214,85,"Santa Clara County, California",6,50299,621463,1268629,1840035,175690,96310,43880,1616,698600,6,85,435435,1268629,222863,357643,608229,0.074534764,0.095481879,0.281912994,0.479438039,0.564383562,0,0.734246575,0,0.676712329,0,0.743169399,0,0.748971193,0,229,0.025327759,0.024150291,0.028986571,0.0263887,0.02524417,37.220777,121.690622,0.693496612,0,0.026019498,59.7,70.6,48.7,,,72.4,86.7,58,,,50.3,58.4,42.1,,,53.1,62.1,44,,,50.3,58.8,41.7,,,72.8,87.6,58,,,69.5,82.9,56.1,,,56.1,65.8,46.3,,,64.5,76.6,52.3,,,55.5,65.3,45.7,,,64.4,76.3,52.5,,,70.2,84.3,56.1,,,51.23333333,71.56666667,61.56666667,WEST,California,1781642,479210,626909,42331,565466,0.268970983,0.351871476,0.023759543,0.31738475,0.125088542,0.244400951,Norman Y. Mineta San Jose International Airport,26.35379132
215,87,"Santa Cruz County, California",6,7534,94802,173902,258676,39053,67256,33241,1349,578800,6,87,54688,173902,34517,51969,66508,0.074060486,0.150972645,0.298840726,0.382445285,0.767123288,0,0.824657534,0,0.876712329,0,0.948087432,0,0.93040293,0,230,0.036511651,0.037341741,0.036551215,0.034078879,0.033984146,37.012488,122.007205,0.869396703,0,0.035693526,57.8,69.5,46,1.97,0,65.2,76.2,54.3,0.04,0,51.5,61.9,41.2,5.68,0,53.8,64.2,43.3,6.24,0,51.9,62.6,41.3,6.28,0,64.7,75.3,54,0.01,0,63.2,74.7,51.8,0.19,0,55.4,66.4,44.4,4.63,0,60.4,71.9,48.9,0.84,0,55.8,66.8,44.9,3.75,0,61.4,73.2,49.5,1.45,0,64.7,76.4,53,0.27,0,52.4,64.36666667,58.81666667,WEST,California,262382,84092,156397,2304,10658,0.320494546,0.596066041,0.00878109,0.040620164,0.131552469,0.208428932,Norman Y. Mineta San Jose International Airport,39.47144632
216,89,"Shasta County, California",6,6773,69375,124396,176301,31707,44620,24107,741,216600,6,89,38961,124396,33495,45474,24394,0.099100286,0.179845832,0.365558378,0.196099553,0.81369863,0,0.75890411,0,0.728767123,0,0.81420765,0,0.779591837,0,231,0.035204234,0.034890076,0.042235388,0.039297071,0.038690509,40.760522,122.04355,0.77903387,0,0.038063456,58.3,70.5,46.1,2.48,,79.8,96.6,63,0.18,,45.4,54.5,36.3,6.27,,49.5,59.7,39.3,5.51,,45.7,55,36.5,5.96,,82.2,98.4,66,0.09,,75.9,90.2,61.6,0.69,,53.7,64.5,42.9,4.37,,67.3,80.8,53.8,1.85,,51.7,62.5,40.9,4.48,,63.6,77.8,49.4,2.1,,74.1,90.4,57.7,0.64,,46.86666667,79.3,62.26666667,WEST,California,177223,14878,146044,1438,4297,0.083950729,0.824069111,0.008114071,0.024246289,0.188999171,0.219841668,Redding Municipal Airport,35.00653255
